Restaurant Name,Ratings,Address,Contact Number
Dilli Treat,3.7,"B-2, Upper Ground Floor, New Rajender Nagar, Delhi - 110060, Near DDA Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-nm"
Southy,4.0,"Shop 9 , Ground Floor , Arunachal Building, Connaught Place, Delhi - 110001","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-wx"
Moti Mahal Delux,4.0,"Plot Number-240, H-17, Rohini Sector 7, Delhi - 110085, Opp Metro Pillar No 421","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-vu"
Sagar Ratna,4.0,"Shop Number E-8, Naraina Vihar, Delhi - 110028, Near PVR Priya Cinema and Axis Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-nm"
Wah Ji Wah Restaurant,3.7,"Plot No 150, Rohini Sector 24, Delhi - 110085, Near By Babosa Chowk, Pocket 16","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-rq"
Krishnam Restaurant,3.6,"H 432, H Block, Govindpuram, Ghaziabad - 201013, Near Gaur Square Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts"
Burma Burma (DLF Mall Of IN..,4.5,"Shop D 420B , Third Floor , DLF Mall Of India , Plot M-03, Noida Sector 18, Noida - 201301","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-nm"
Indishh Barbeque & Grill,3.7,"Ambience Mall, T-315 3rd Floor, DLF City Phase 3, gurgaon - 122010","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ji"
Sanjay Chur Chur Naan,3.7,"Shop No- 6 & 7, Moolchand Metro Station Building, Main Road, Lajpat Nagar, Delhi - 110024, Near Under Metro","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-lk"
Wah Ji Wah Restaurant,4.0,"Plot Number E-82, Shastri Nagar N, Delhi - 110052, Near Punjab National Bank & Metro Pillar Number 174","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-rq"
Apna Dhaba,4.1,"Shop Number-29-31, Gg-1, Vikaspuri, Delhi - 110018, Near Main Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-acb"
Flavor Of Southwala,4.4,"D-355, Vikas Marg, Laxmi Nagar, Delhi - 110092, Near Metro Station Gate No5","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-wx"
Papa Chinese Foods,3.8,"Shop Number-26/1, Jail Road, Ashok Nagar, Delhi - 110018, Near Tilak Nagar Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-wx"
Balaji Rasoi,3.8,"C-8, Main Road, Laxmi Nagar, Delhi - 110092, Near Guru Ram Das Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ji,mobilesv icon-nm"
Manpasand Restaurant,4.1,"Shop Number 2 and 3, Palam Vihar Road, Gurgaon Sector 22, Gurgaon - 122015, Opposite Rotary Public School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-ji"
Sagar Ratna Restaurant,3.9,"Shop Number-25,26,27, Dda Local Shopping Center, Greater Kailash Enclave 2, Delhi - 110048, Near Masjid Moth and HDFC Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-acb"
Mitra Da Dhaba,3.6,"Shop No-1/124, Sankar Road, Old Rajender Nagar, Delhi - 110060, Opposite PNB Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-acb"
Punjabi Zaika Vg,4.1,"3539 A Raja Park, Rani Bagh, Delhi - 110034, Near Mahendra Park Chowk & Opposite Bikaner","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-yz"
The Vilayati Dhaba,3.8,"857, Dr Mukherjee Nagar, Delhi - 110009, Near Batra Cinema","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-acb"
Udupi Sai Sarovar Restauran..,4.0,"Shop Number A-91B., Lajpat Nagar 2, Delhi - 110024, Near Style Shoes, Central Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx"
Bikanervala Fine Dining Res..,4.0,"Plot Number-6, Wave Silver Tower, First Floor, Noida Sector 18, Noida - 201301, Block-D, Near Mosaic Hotel and Noida Sector 18 Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-lk"
Tadka,4.0,"Shop Number 4986, Pahar Ganj, Delhi - 110055, Opposite Relax Hotel, Nehru Bazar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-yz"
Sagar Ratna,3.9,"C 134 B, Ground Floor, Supertech Shopprix Mall, Noida Sector 61, Noida - 201307, Nr Kanchanjangha Maket","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-nm"
Lala Ji Da Shudh Vaishno Dh..,3.9,"G-157, Main Najafgarh Road, Uttam Nagar, Delhi - 110059, Near Vishal Mega Mart, Opposite Metro Pillar No-676","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-lk"
Santushti Vegetarian Restau..,4.0,"Shop No 21,L Block Market, Noida Sector 11, Noida - 201301, Near Metro Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-rq"
Bhukkad Gali,3.6,"D-15/160,Ground Floor, Rohini Sector 3, Delhi - 110085, Near Ayodhya Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb"
Shree Maakhan,3.3,"Plot Number F  603, Dwarka Sector 7, Delhi - 110075, Near Ramphal Chowk, Palam Extension","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-wx"
Punjabi Dhaba,4.2,"Csc-5, Shop Number- 6/16, Rohini Sector 11, Delhi - 110085, Behind Veera Jain Hospital, Near D-3 DDA Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-yz"
Govind Dhaba,4.0,"Plot Number 4-A, Dilshad Garden, Delhi - 110095, Near H Pocket","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-nm"
Bunty Chap Tandoori Junctio..,3.8,"3-B-2, Shop No-9-10, Nehru Nagar 3, Ghaziabad - 201001, Near Holy Child Chowk, B Block","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq"
Rahul Rasoi Restaurant & Ca..,3.9,"Shop No- 23/B-1,DDA Market, Paschim Vihar, Delhi - 110063, Near Main Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-lk"
Singlas Restaurant,3.8,"1963/2, Narela, Delhi - 110040, Near Raghunath Mandir , Main Bazar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-yz"
Devirams,3.9,"Shop Number 88, Ground Floor, Eros City Square Mall, Gurgaon Sector 49, Gurgaon - 122018, Near Sector 50","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk"
New Tera Hotel,4.1,"Shop No 4, Karol Bagh, Delhi - 110005, Gaffar Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-nm"
Southy Restaurant,3.6,"No 88/4, Aurobindo Marg, Adchini-sarvodaya Enclave, Delhi - 110017, Near Govardhan Restaurant","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-ts"
Sabki Rasoi Madras Cafe,3.8,"Shop No B-173, B Block, Dwarka Sector 7, Delhi - 110075, Near Honda Showroom","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-vu"
Town Darbar,4.2,"Plot Number 1g/47, Faridabad Nit, Faridabad - 121001, Near Kalyan Singh Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-rq"
Amritsari Vaishno Dhaba,3.6,"Pillar No.782, Dwarka, Delhi - 110075","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-po"
Apni Rasoi,4.0,"Shop Number-150, Pocket B 6, Rohini Sector 8, Delhi - 110085, Near Swimming Pool","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-lk"
Shree Rathnam Restaurant Pv..,4.0,"G-78, Preet Vihar, Delhi - 110092, Oppsoite Metro Pillar No-101","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-yz"
Shree Rathnam Restaurant,3.8,"Shop Number-C-135,Indirapuram Habitat Center, Ground Floor, Ahinsa Khand 1-indirapuram, Ghaziabad - 201014, Near ATS Advantage","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-wx"
New Kadimi Food Pvt Ltd,3.9,"A-40, Rajouri Garden, Delhi - 110027, Near Vishal Enclave, Opposite TDI Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb"
Shree Rathnam Restaurant,3.8,"Shop No 19 & 20, Paramount Spectrum, Main Road, Crossing Republik, Ghaziabad - 201016, Near Abes Engineering College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-wx"
Punjabi Chulha,3.9,"Shop 16, , Sector 21 , Faridabad, Faridabad Sector 21, Faridabad - 121001, Near- Comissioner Office","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-ji"
Angithi Pure Veg Soya Chaap,3.8,"E-48, Raj Nagar Ghaziabad, Ghaziabad - 201002, Near Sector 10 Market, Near Ramleela Ground","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji"
Sagar Ratna Restaurant,4.0,"Galaxie Multiplex Shopping Mall, Main Link Road, Sahibabad Ho, Sahibabad - 201005, Opposite Supertech Apartment, Near Vaishali Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-po"
Bengal Sweet Corner,3.9,"36, Suman Tower, Central Market, Ashok Vihar 1, Delhi - 110052, Opposite Police Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-ts"
Gupta Rasoi,3.5,"Shop.no. Scf-57-58, Sector 17a, HUDA Market, Gurgaon Sector 17, Gurgaon - 122001, Near Axis Atm","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-nm"
Karans Vaishno Dhaba,4.0,"B-13 & 14, Ramesh Nagar, Delhi - 110015, Near Gol Chakkar, Tilak Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-vu"
Apni Rasoi,4.0,"Shop No-301,302, Main Railway Road, Laxman Vihar, Gurgaon - 122001, Opposite Apna Enclave","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-ji"
Dwarka Restaurant,3.9,"X-59, Ground Floor, West Patel Nagar, Delhi - 110008, Near Kalinga Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-nm"
New Chappan Bhog,4.0,"C-3/157, Main Road, Yamuna Vihar, Delhi - 110053, Near Jain Mandir","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-lk"
Anand vaishno Dhaba,3.9,"Shop No Wz 53, Dayalsar Road, Uttam Nagar, Delhi - 110059, Near Adarsh Model School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-rq"
Shree Rathnam,3.8,"Shop no-1, KSN Square, Vasundhara Sector 3, Ghaziabad - 201012, Near Vishal Mega Mart","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-ji"
Shubham Eating Corner,3.7,"Shop Number B-19/A, Main Vikas Marg, Shakarpur, Delhi - 110092, Near Metro Pillar Number- 43","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-po"
