Restaurant Name,Ratings,Address,Contact Number
Sagar Ratna,3.9,"Fd-02, Upper Ground Floor, Pitampura, Delhi - 110034, Near Metro Station Gate Number-3, Madhuban Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-rq"
Kake Di Hatti,3.8,"Shop Number-G 20, Vijay Nagar, Delhi - 110009, Near NDPL Office","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-acb"
The Karnataka,4.0,"A- 89 & 90, Ignou Road, Neb Sarai, Delhi - 110068, Near Freedom Fighter Colony, Near Sainik Farm","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-yz"
Dilli Darbar Food Pvt Ltd,4.1,"No C 448, Main 100 Feet Road, Shahdara, Delhi - 110032, Opposite Rajiv Raj Bajaj Showroom","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb"
Govindas Restaurant,4.2,"Iskcon Temple Complex, Sant Nagar Main Road, East Of Kailash, Delhi - 110065, Near","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-wx"
Wah Ji Wah Restaurant,4.0,"Shop No 142, Rohini Sector 24, Delhi - 110085, Near Canara Bank Pocket 26","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq"
Mohan Dhaba,3.9,"Plot No -629, Main Road, Vaishali Sector 5, Ghaziabad - 201010, Near Ramprastha Greens","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-po"
Shudh Restaurant,4.0,"17 A/32, Gurudwara Road, Karol Bagh, Delhi - 110005, Opposite Jessa Ram Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq"
Imly Courtyard,3.8,"B1/1, Ashok Vihar 1, Delhi - 110052, Near Satyawati Collage","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-acb"
A2B Veg Restaurant,4.0,"S 18, Green Park, Delhi - 110016, Main Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-yz"
Simply South,4.0,"Shop Number-1, Jagat Farm, Gamma 1-Greater Noida, Noida - 201310, Near Gamma-1,Jagat Farm","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-ji"
Chatore.e.e A Pure Vegetari..,3.9,"G-7, Vardhman Century Plaza, GU Block, Pitampura, Delhi - 110034, Near Maharaja Aggrasain Public School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-nm"
Shubham Restaurant,3.5,"A-4, Main Mandoli Road, Mandoli Saboli, Delhi - 110093, Near Nathu Colony Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb"
Mysore Cafe,4.1,"Shop No-12, Defence Headquarter, Delhi - 110011, South Avenue Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb"
Bhaja Govindam Restaurant,4.2,"Delite Cinema Building Number-4/1,Ground Floor,Delite Cinema, Delite Cinema Building Asaf Ali Road, Asaf Ali Road, Delhi - 110002, Opposite Gb Pant Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-yz"
Dharma Vaishno Dhaba,3.8,"Mathura Road HIGHWAY, Faridabad Sector 12, Faridabad - 121007, Near City Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz"
Smelling Salts,4.1,"C-2/13, Phase 2, Ashok Vihar 2, Delhi - 110052, Near Bata Showroom","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx"
Sagar Ratna Restaurant,3.9,"101, 1st Floor, Plot Number-22, Bazaar Marg, Old Rajender Nagar, Delhi - 110060, Above Dominos Pizza, Near Metro Pillar No111","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-ji"
Wah Ji Wah Restaurant,4.0,"Shop No G 3, Sachdeva Plaza, Mayur Vihar Phase 2, Delhi - 110091, Near Neelam Mata Mandir","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-lk"
Wah Bhai Wah Restaurant,3.8,"A-1/168-169, Main Road, Rohini Sector 4, Delhi - 110085, Near Saint Giri School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-wx"
Eleven To Eleven Restaurant,4.0,"R- 1, 3rd Floor,Cross River Mall, Karkardooma, Delhi - 110092, Near Karkardooma Court","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-po"
M Dosa Express,4.1,"E-56, Jail Road, Delhi - 110058, Opposite Fateh Nagar Gurudwara","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-lk"
Seasonings The Spice Myster..,4.1,"B 1/6, Ground Floor, Chaudhary Gulab Singh Marg, Ashok Vihar 2, Delhi - 110052, Near Satyawati College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-rq"
Bunty Dhaba,3.9,"G8, Aditya Corporate Plaza, Karkardooma, Delhi - 110092, Near Community Centre","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-acb"
Bunty Dhaba,3.9,"G-8,Aditya corporate plaza community center, Main road, Karkardooma, Delhi - 110092, Near Karkardooma Metro Station,Dayanand Vihar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-lk"
Vaishno Punjabi Dhabha,4.2,"E 16/289, Rohini Sector 8, Delhi - 110085, Near M2k Rohini","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-acb"
Carnatic Cafe,4.4,"M-21, Greater Kailash 2, Delhi - 110048, M Block Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-yz"
Mainis Green Leaf,4.2,"Shop No-3, Ground Floor, Kaushambi Metro Station Building, Kaushambi, Ghaziabad - 201012","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-acb"
Raj Bhog Food India,3.9,"12 Inder Enclave, Main Rohtak Road, Inder Enclave, Delhi - 110087, , Opposite Udyog Nagar and Near Metro Pillar No-311","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ji"
Honeys Veg,4.0,"Shop No.105, On Road, Dr Mukherjee Nagar, Delhi - 110009, Bhai Parmanand Colony, Near Batra Cinema","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-yz"
Darbar Restaurant,4.1,"8956, Pahar Ganj, Delhi - 110055, Opposite Bikaner Sweets, Chowk Multani Dhanda","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm"
Ashirwad Restaurant,4.1,"Sco-18-19-20, Faridabad Sector 16, Faridabad - 121002, Near Laxmi Narayan Mandir","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx"
Dilli Light Chur Chur Naan,3.9,"Sco 40, Gurgaon Sector 31, Gurgaon - 122001, Near Om Sweets, Huda Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-lk"
Rajbhog Restaurant,3.9,"21-A, Main 40 Feet Road, Jain Nagar, Delhi - 110081, Opposite Rohini Sector 22","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-nm"
Pummy Paradise Restaurant P..,3.5,"14 A, Pocket I, Dilshad Garden, Delhi - 110095, Opposite Pummy Sweets, Pocket I","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-wx"
Sagar Ratna,3.9,"Shop Number B1/H9, Mathura Road, Delhi - 110044, Near Haldirams","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-rq"
Udupi Cafe,4.1,"5, Pratap Bhawan, Bahadur Shah Zafar Marg, Ito, Delhi - 110002","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-po,mobilesv icon-po"
Bite Bikaner,3.9,"Shop Number-C-1/1, Janakpuri, Delhi - 110058, Opposite Mata Chandan Devi Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-acb"
Sukhsagar Vaishno Hotel,3.9,"Bilaspur Gurgaon, Gurgaon - 122413, Near Bilaspur Chowk, National HIghway 8 .old Bharat Ptrol Pump","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-po"
Dau Ji Sweets And Restauran..,3.8,"Shop Number 19-20, Roshan Lal Plaza, Noida Sector 2, Noida - 201301, Near Yatharth Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-acb"
Vikrant Cafe,4.0,"13-A, G T Road, Kamla Nagar, Delhi - 110007, Opposite Birla Mill","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-po"
Wah Ji Wah Restaurant,3.3,"Shop Number 7-8, 1449/B-1, Main 100 Feet Road, Durgapuri-shahdara, Delhi - 110032, Opposite MBO Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb"
Mitra Da Dhaba,4.1,"X-57, Ground Floor, West Patel Nagar, Delhi - 110008, Near Kalinga Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx"
Shri Kanha Restaurant,3.8,"Shop No 1, Beta 1-greater Noida, Noida - 201310, Near Rampur Jahangir, Cm Market, Near Authority Gol Chakkar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-nm"
Da Pizza Palace,3.9,"A-6, Main Kanjawala Road, Budh Vihar, Delhi - 110086, Near Anupam Vatika, Krishna Vihar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-wx"
Suvidha Vegetarian Restaura..,4.1,"Shop Number 3058, Netaji Shubash Marg, Darya Ganj, Delhi - 110002, Near Golcha Parking","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz"
Radha Krishna Choley Bhatur..,3.7,"115, Priya Enclave, Karkardooma, Delhi - 110092, Opp AGCR Enclave Karkardooma Court","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ji"
Ram Ji Di Hatti & Caterers,4.0,"BE-324, Gali No-4, Hari Nagar, Delhi - 110064, Opposite MIG Flats","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-nm"
Maini Restaurant,4.1,"Shop No-4-5, Surya Nagar, Ghaziabad - 201011, A-Block Market, Right Opposite Vivek Vihar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb"
Ridhi Sidhi Family Restaura..,4.0,"449/450, Bhim Nagar, Gurgaon - 122001, Near Ramleela Ground","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ji"
Madan Sweet & Food Point,3.9,"Shop Number 126, Nehru Nagar, Ghaziabad - 201001, Opposite J K Complex","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-ts"
Raina Di Hatti,4.0,"12/2, Shop Number 23, 24, 25, Main Mathura Road, Faridabad Sector 37, Faridabad - 121003, Opposite Metro Pillar Number-75","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz"
The Mint Restaurant,4.1,"Manish Link Road Plaza, Dwarka Sector 5, Delhi - 110075, Near Ashirwad Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq"
Shakahari Restaurant,4.0,"Shop Number 3624/9, Chawri Bazar, Delhi - 110006, Near Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-po"
Sagar Ratna,4.1,"Omaxe NRI City Centre, Knowledge Park 1-Greater Noida, Noida - 201310, Near Pari Chowk , Greater Noida","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-po"
